lyric,album_title,year,track_title,track_number,lyric_normalized,lyric_nostop,lyric_lemma
Shut up and dance!,Hvman. :||: Natvre.,2020,Noise,2,shut up and dance,shut dance,shut dance
Color a yarn and the crowds will gather,Hvman. :||: Natvre.,2020,Noise,2,color a yarn and the crowds will gather,color yarn crowds gather,color yarn crowd gather
Noise,Hvman. :||: Natvre.,2020,Noise,2,noise,noise,noise
From a sunless world,Hvman. :||: Natvre.,2020,Noise,2,from a sunless world,sunless world,sunless world
"Your mirror is black, only a copy stares back",Hvman. :||: Natvre.,2020,Noise,2,your mirror is black only a copy stares back,mirror black copy stares,mirror black copy stare
At a slave of brave new world,Hvman. :||: Natvre.,2020,Noise,2,at a slave of brave new world,slave brave new world,slave brave new world
Noise,Hvman. :||: Natvre.,2020,Noise,2,noise,noise,noise
To decoy the human voice,Hvman. :||: Natvre.,2020,Noise,2,to decoy the human voice,decoy human voice,decoy human voice
"Brain insomniac, paranoiac",Hvman. :||: Natvre.,2020,Noise,2,brain insomniac paranoiac,brain insomniac paranoiac,brain insomniac paranoiac
Endless noise,Hvman. :||: Natvre.,2020,Noise,2,endless noise,endless noise,endless noise
Please love me,Hvman. :||: Natvre.,2020,Noise,2,please love me,love,love
See how I bleed,Hvman. :||: Natvre.,2020,Noise,2,see how i bleed,bleed,bleed
Please endure,Hvman. :||: Natvre.,2020,Noise,2,please endure,endure,endure
I have such empathy in me,Hvman. :||: Natvre.,2020,Noise,2,i have such empathy in me,empathy,empathy
"Hum, noise, hum",Hvman. :||: Natvre.,2020,Noise,2,hum noise hum,hum noise hum,hum noise hum
Beautifully numb,Hvman. :||: Natvre.,2020,Noise,2,beautifully numb,beautifully numb,beautifully numb
Tapping the quiet air,Hvman. :||: Natvre.,2020,Noise,2,tapping the quiet air,tapping quiet air,tap quiet air
To have a meaning,Hvman. :||: Natvre.,2020,Noise,2,to have a meaning,meaning,meaning
By a carrion,Hvman. :||: Natvre.,2020,Noise,2,by a carrion,carrion,carrion
Sad hologram,Hvman. :||: Natvre.,2020,Noise,2,sad hologram,sad hologram,sad hologram
Lost in the maze,Hvman. :||: Natvre.,2020,Noise,2,lost in the maze,lost maze,lose maze
The real and human feel,Hvman. :||: Natvre.,2020,Noise,2,the real and human feel,real human feel,real human feel
Sunset is free,Hvman. :||: Natvre.,2020,Noise,2,sunset is free,sunset free,sunset free
From this deity,Hvman. :||: Natvre.,2020,Noise,2,from this deity,deity,deity
The Earth has a real voice,Hvman. :||: Natvre.,2020,Noise,2,the earth has a real voice,earth real voice,earth real voice
Go out and get in,Hvman. :||: Natvre.,2020,Noise,2,go out and get in,,
I will follow,Hvman. :||: Natvre.,2020,Noise,2,i will follow,follow,follow
Color a yarn and the crowds will gather,Hvman. :||: Natvre.,2020,Noise,2,color a yarn and the crowds will gather,color yarn crowds gather,color yarn crowd gather
Feast your eyes on the black mirror,Hvman. :||: Natvre.,2020,Noise,2,feast your eyes on the black mirror,feast eyes black mirror,feast eye black mirror
"Feed the beast, join the gathering",Hvman. :||: Natvre.,2020,Noise,2,feed the beast join the gathering,feed beast join gathering,feed beast join gathering
Tell a tale,Hvman. :||: Natvre.,2020,Noise,2,tell a tale,tell tale,tell tale
Feast of fears is drawing nearer,Hvman. :||: Natvre.,2020,Noise,2,feast of fears is drawing nearer,feast fears drawing nearer,feast fear draw nearer
Beyond the human horizon,Hvman. :||: Natvre.,2020,Noise,2,beyond the human horizon,human horizon,human horizon
Something terrifying sleeps,Hvman. :||: Natvre.,2020,Noise,2,something terrifying sleeps,terrifying sleeps,terrifying sleep
My harvest will come,Hvman. :||: Natvre.,2020,Harvest,4,my harvest will come,harvest come,harvest come
A tiny valorous straw,Hvman. :||: Natvre.,2020,Harvest,4,a tiny valorous straw,tiny valorous straw,tiny valorous straw
Among the millions,Hvman. :||: Natvre.,2020,Harvest,4,among the millions,millions,million
Facing to the sun,Hvman. :||: Natvre.,2020,Harvest,4,facing to the sun,facing sun,face sun
I will pause before a man,Hvman. :||: Natvre.,2020,Harvest,4,i will pause before a man,pause man,pause man
Whose path has just begun,Hvman. :||: Natvre.,2020,Harvest,4,whose path has just begun,path begun,path begin
Something unsung our way comes,Hvman. :||: Natvre.,2020,Harvest,4,something unsung our way comes,unsung way comes,unsung way come
The quaternary code,Hvman. :||: Natvre.,2020,Harvest,4,the quaternary code,quaternary code,quaternary code
Gave mankind a rose,Hvman. :||: Natvre.,2020,Harvest,4,gave mankind a rose,gave mankind rose,give mankind rise
So we could see the beautiful die,Hvman. :||: Natvre.,2020,Harvest,4,so we could see the beautiful die,beautiful die,beautiful die
The strange peace of storm,Hvman. :||: Natvre.,2020,Harvest,4,the strange peace of storm,strange peace storm,strange peace storm
Hovers over crops,Hvman. :||: Natvre.,2020,Harvest,4,hovers over crops,hovers crops,hover crop
And a child's face aglow before the scythe,Hvman. :||: Natvre.,2020,Harvest,4,and a child s face aglow before the scythe,child s face aglow scythe,child s face aglow scythe
Join the harvest of hundred fields,Hvman. :||: Natvre.,2020,Harvest,4,join the harvest of hundred fields,join harvest fields,join harvest field
Hearty and tame,Hvman. :||: Natvre.,2020,Harvest,4,hearty and tame,hearty tame,hearty tame
All going back to one single grain,Hvman. :||: Natvre.,2020,Harvest,4,all going back to one single grain,going single grain,go single grain
Offer light to the coming day,Hvman. :||: Natvre.,2020,Harvest,4,offer light to the coming day,offer light coming day,offer light come day
Inspire a child,Hvman. :||: Natvre.,2020,Harvest,4,inspire a child,inspire child,inspire child
"Water the field, surrender to the earth",Hvman. :||: Natvre.,2020,Harvest,4,water the field surrender to the earth,water field surrender earth,water field surrender earth
They have beauty beyond all poetry,Hvman. :||: Natvre.,2020,Harvest,4,they have beauty beyond all poetry,beauty poetry,beauty poetry
But choose a silent misery,Hvman. :||: Natvre.,2020,Harvest,4,but choose a silent misery,choose silent misery,choose silent misery
"The deeper their sea, the less remains",Hvman. :||: Natvre.,2020,Harvest,4,the deeper their sea the less remains,deeper sea remains,deep sea remain
They'll find the pretty words,Hvman. :||: Natvre.,2020,Harvest,4,they will find the pretty words,find pretty words,find pretty word
And tame flocks to herd,Hvman. :||: Natvre.,2020,Harvest,4,and tame flocks to herd,tame flocks herd,tame flock herd
"There's that, or a carousal of dare",Hvman. :||: Natvre.,2020,Harvest,4,there is that or a arousal of dare,arousal dare,arousal dare
Join the harvest of hundred fields,Hvman. :||: Natvre.,2020,Harvest,4,join the harvest of hundred fields,join harvest fields,join harvest field
Hearty and tame,Hvman. :||: Natvre.,2020,Harvest,4,hearty and tame,hearty tame,hearty tame
All going back to one single grain,Hvman. :||: Natvre.,2020,Harvest,4,all going back to one single grain,going single grain,go single grain
Offer light to the coming day,Hvman. :||: Natvre.,2020,Harvest,4,offer light to the coming day,offer light coming day,offer light come day
Inspire a child,Hvman. :||: Natvre.,2020,Harvest,4,inspire a child,inspire child,inspire child
"Water the field, surrender to the earth",Hvman. :||: Natvre.,2020,Harvest,4,water the field surrender to the earth,water field surrender earth,water field surrender earth
Arrive alive,Hvman. :||: Natvre.,2020,Harvest,4,arrive alive,arrive alive,arrive alive
"""Look again at that dot. That's here. That's home. That's us. On it everyone you love, everyone you know, everyone you ever heard of, every human being who ever was, lived out their lives. The aggregate of our joy and suffering, thousands of confident religions, ideologies, and economic doctrines, every hunter and forager, every hero and coward, every creator and destroyer of civilization, every king and peasant, every young couple in love, every mother and father, hopeful child, inventor and explorer, every teacher of morals, every corrupt politician, every ""superstar,"" every ""supreme leader,"" every saint and sinner in the history of our species lived there--on a mote of dust suspended in a sunbeam.",Hvman. :||: Natvre.,2020,All the Works of Nature Which Adorn the World,10,look again at that dot that is here that is home that is us on it everyone you love everyone you know everyone you ever heard of every human being who ever was lived out their lives the aggregate of our joy and suffering thousands of confident religions ideologies and economic doctrines every hunter and forager every hero and coward every creator and destroyer of civilization every king and peasant every young couple in love every mother and father hopeful child inventor and explorer every teacher of morals every corrupt politician every superstar every supreme leader every saint and sinner in the history of our species lived there on a mote of dust suspended in a sunbeam,look dot home love know heard human lived lives aggregate joy suffering thousands confident religions ideologies economic doctrines hunter forager hero coward creator destroyer civilization king peasant young couple love mother father hopeful child inventor explorer teacher morals corrupt politician superstar supreme leader saint sinner history species lived mote dust suspended sunbeam,look dot home love know hear human live life aggregate joy suffer thousand confident religion ideology economic doctrine hunter forager hero coward creator destroyer civilization king peasant young couple love mother father hopeful child inventor explorer teacher moral corrupt politician superstar supreme leader saint sinner history specie live mote dust suspend sunbeam
"That's here. That's home. That's us.""",Hvman. :||: Natvre.,2020,All the Works of Nature Which Adorn the World,10,that is here that is home that is us,home,home
"""There is a pleasure in the pathless woods,",Hvman. :||: Natvre.,2020,All the Works of Nature Which Adorn the World,10,there is a pleasure in the pathless woods,pleasure pathless woods,pleasure pathless wood
"There is a rapture on the lonely shore,",Hvman. :||: Natvre.,2020,All the Works of Nature Which Adorn the World,10,there is a rapture on the lonely shore,rapture lonely shore,rapture lonely shore
"There is society, where none intrudes,",Hvman. :||: Natvre.,2020,All the Works of Nature Which Adorn the World,10,there is society where none intrudes,society intrudes,society intrude
"By the deep Sea, and music in its roar:",Hvman. :||: Natvre.,2020,All the Works of Nature Which Adorn the World,10,by the deep sea and music in its roar,deep sea music roar,deep sea music roar
"I love not Man the less, but Nature more.""",Hvman. :||: Natvre.,2020,All the Works of Nature Which Adorn the World,10,i love not man the less but nature more,love man nature,love man nature
Deeper Down,Non-Album,Unknown Year,All the Works of Nature Which Adorn the World,10,deeper down,deeper,deep
Kept its distance,Non-Album,Unknown Year,All the Works of Nature Which Adorn the World,10,kept its distance,kept distance,keep distance
